name,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note,species,hair_length,eye_size,hero_level,evil_level,energy_level,confidence_level
Chopper Man's Song,https://onepiece.fandom.com/wiki/Chopper_Man%27s_Song,https://static.wikia.nocookie.net/onepiece/images/c/ca/Chopper_Man%27s_Song.png/revision/latest?cb=20130525195238,male,brown,short,round,round,happy,light,none,small,young,9,3,1,8,4,"cute, animal, hero, funny",귀여운 캐릭터입니다.,reindeer,short,large,7,1,6,5
One Piece Chopper Ready-Made Figure,https://onepiece.fandom.com/wiki/One_Piece_Chopper_Ready-Made_Figure,https://static.wikia.nocookie.net/onepiece/images/5/54/Chopper_Kumitate_Figures_Set_1.png/revision/latest?cb=20130726103801,male,brown,antlers,round,round,varied,light,none,small,young,10,2,0,8,3,"cute, funny, playful, small",귀엽고 장난스러운 느낌입니다.,reindeer,short,large,5,0,7,4
Chopperphage,https://onepiece.fandom.com/wiki/Chopperphage,https://static.wikia.nocookie.net/onepiece/images/0/0d/Chopperphage_Infobox.png/revision/latest?cb=20220703035441,unknown,pink,fluffy,round,round,smiling,light,none,fluffy,young,8,2,0,5,4,"cute, fluffy, playful",귀엽고 장난스러운 느낌입니다.,cloud,short,large,3,0,6,5
"One Piece: Run, Chopper, Run!","https://onepiece.fandom.com/wiki/One_Piece:_Run,_Chopper,_Run!",https://static.wikia.nocookie.net/onepiece/images/f/fb/One_Piece_Run%2C_Chopper%2C_Run%21.png/revision/latest?cb=20180315010923,male,brown,spiky,round,round,cheerful,light,none,small,young,9,3,1,7,5,"cute, cheerful, animal, young",귀엽고 활기찬 느낌입니다.,reindeer,short,large,6,1,8,5
One Piece: Save Your Friends! Dr. Chopper,https://onepiece.fandom.com/wiki/One_Piece:_Save_Your_Friends!_Dr._Chopper,https://static.wikia.nocookie.net/onepiece/images/5/54/One_Piece_Save_Your_Friends%21_Dr._Chopper.png/revision/latest?cb=20250309222640,male,pink,hat,round,round,happy,light,none,small,young,9,3,1,8,5,"cute, funny, small, animal",귀엽고 유쾌한 느낌입니다.,reindeer,short,large,7,1,6,5
Present,https://onepiece.fandom.com/wiki/Present,https://static.wikia.nocookie.net/onepiece/images/4/41/Present_%28song%29_Infobox.png/revision/latest?cb=20130525200331,male,pink,short,round,round,happy,light,none,small,young,9,3,1,8,4,"cute, funny, small, animal",귀엽고 유쾌한 느낌입니다.,animal,short,large,5,1,7,6
Chopper Man,https://onepiece.fandom.com/wiki/Chopper_Man,https://static.wikia.nocookie.net/onepiece/images/8/88/Chapter_405.png/revision/latest?cb=20130121061435,male,pink,round,large,round,happy,light,none,small,young,10,2,0,8,5,"cute, funny, hero, small",귀엽고 유쾌한 느낌입니다.,reindeer,short,big,7,0,9,6
Chopperman (Spin-Off Manga),https://onepiece.fandom.com/wiki/Chopperman_(Spin-Off_Manga),https://static.wikia.nocookie.net/onepiece/images/8/87/Chopperman_Volume_1.png/revision/latest?cb=20220223213633,male,pink,fluffy,round,round,happy,light,none,small,young,10,2,0,8,5,"cute,hero,reindeer,anime",귀엽고 활기찬 캐릭터입니다.,reindeer,short,large,7,0,6,5
Cry heart,https://onepiece.fandom.com/wiki/Cry_heart,https://static.wikia.nocookie.net/onepiece/images/1/1c/Cry_heart_The_Cherry_Blossoms_That_Fall_on_Winter_Island_Volume_1.png/revision/latest?cb=20220112014145,male,brown,short,round,round,neutral,light,none,slim,young,8,3,1,5,2,"anime,cute,funny",귀여운 캐릭터입니다.,human,short,large,4,1,6,5
Milky,https://onepiece.fandom.com/wiki/Milky,https://static.wikia.nocookie.net/onepiece/images/e/ee/Milky_Anime_Infobox.png/revision/latest?cb=20200703145037,female,blonde,wavy,round,oval,happy,light,none,slim,young,8,3,1,4,2,"cute, hybrid, happy, playful",귀엽고 즐거운 느낌이에요.,deer-human hybrid,long,medium,3,1,6,5
Monday (Non-Canon),https://onepiece.fandom.com/wiki/Monday_(Non-Canon),https://static.wikia.nocookie.net/onepiece/images/e/e8/Monday_%28Non-Canon%29_Infobox.png/revision/latest?cb=20230220015019,male,black,curly,round,round,angry,light,none,average,child,7,3,1,5,4,"angry,child,curly hair",귀여운 어린이 캐릭터입니다.,human,short,medium,2,1,8,6
Fluffy Puffy,https://onepiece.fandom.com/wiki/Fluffy_Puffy,https://static.wikia.nocookie.net/onepiece/images/c/c8/Fluffy_Puffy_Chopper_Ver_A.png/revision/latest?cb=20220701040648,male,pink,hat,round,round,happy,light,none,small,child,9,2,1,8,3,"cute, funny, playful",귀엽고 장난스러운 느낌입니다.,animal,short,large,4,1,7,6
Youtooz,https://onepiece.fandom.com/wiki/Youtooz,https://static.wikia.nocookie.net/onepiece/images/c/c9/Youtooz_Luffy.png/revision/latest?cb=20231028013755,male,black,curly,round,round,happy,light,none,slim,young,8,5,1,7,6,"anime, cheerful, adventurous",귀엽고 에너지가 넘친다.,human,short,large,7,1,9,8
Anime Heroes - One Piece,https://onepiece.fandom.com/wiki/Anime_Heroes_-_One_Piece,https://static.wikia.nocookie.net/onepiece/images/0/00/Anime_Heroes_Luffy.png/revision/latest?cb=20210830013955,male,black,messy,round,oval,determined,light,none,slim,young,7,6,1,5,8,"anime,hero,adventure",이 캐릭터는 매우 용감해 보입니다.,human,short,large,9,1,9,8
Nico Robin,https://onepiece.fandom.com/wiki/Nico_Robin,https://static.wikia.nocookie.net/onepiece/images/b/bc/Nico_Robin_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20260610121757,female,black,straight,large,oval,smiling,light,none,slim,young,5,7,2,3,6,"anime,female,slim,smiling",아름답고 자신감 넘치는 모습입니다.,human,long,big,4,1,5,8
Oran,https://onepiece.fandom.com/wiki/Oran,https://static.wikia.nocookie.net/onepiece/images/3/3d/Oran_Anime_Infobox.png/revision/latest?cb=20190915190752,male,black,short,round,square,neutral,light,none,average,adult,2,3,1,2,4,"anime, male, average, adult",평범한 외모의 캐릭터입니다.,human,short,medium,3,1,5,6
My Real Life,https://onepiece.fandom.com/wiki/My_Real_Life,https://static.wikia.nocookie.net/onepiece/images/7/72/My_Real_Life.png/revision/latest?cb=20130525200331,female,blue,straight,almond,oval,calm,light,none,slim,young adult,5,8,3,2,7,"anime,female,blue hair,calm",아름답고 자신감 넘치는 모습입니다.,human,long,medium,6,1,6,9
Gram,https://onepiece.fandom.com/wiki/Gram,https://static.wikia.nocookie.net/onepiece/images/c/c8/Gram_Anime_Infobox.png/revision/latest?cb=20210108114326,female,blonde,short,round,oval,serious,light,none,slim,young,4,7,2,1,6,"anime,female,serious,blonde",강한 인상을 주는 캐릭터입니다.,human,short,medium,5,1,5,6
Roji,https://onepiece.fandom.com/wiki/Roji,https://static.wikia.nocookie.net/onepiece/images/4/42/Roji_Anime_Infobox.png/revision/latest?cb=20100426185345,male,pink,curly,simple,round,angry,light,none,heavyset,adult,2,1,3,5,4,"angry, cartoon, curly hair, heavyset",이 캐릭터는 화난 표정을 하고 있습니다.,human,medium,small,1,2,3,4
Ed Sullivan Show,https://onepiece.fandom.com/wiki/Ed_Sullivan_Show,https://static.wikia.nocookie.net/onepiece/images/4/4e/Ed_Sullivan_Show.png/revision/latest?cb=20220225213051,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,비주얼이 불분명합니다.,human,unknown,unknown,0,0,0,0
Rint,https://onepiece.fandom.com/wiki/Rint,https://static.wikia.nocookie.net/onepiece/images/a/ae/Rint_Anime_Infobox.png/revision/latest?cb=20100426181013,male,light purple,messy,round,round,smiling,light,none,heavyset,adult,5,2,1,7,3,"smiling, heavyset, colorful, funny",귀엽고 유머러스한 느낌입니다.,human,short,medium,2,1,6,5
Mizuira,https://onepiece.fandom.com/wiki/Mizuira,https://static.wikia.nocookie.net/onepiece/images/1/1a/Mizuira_Manga_Infobox.png/revision/latest?cb=20241116132721,female,blonde,curly,round,round,happy,light,none,average,young,8,3,1,6,2,"happy,cute,celebration",귀여운 생일 파티 느낌이에요.,human,medium,large,4,1,9,7
Ohara,https://onepiece.fandom.com/wiki/Ohara,https://static.wikia.nocookie.net/onepiece/images/9/94/Ohara_After_the_Buster_Call.png/revision/latest?cb=20240317020438,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0
Roche,https://onepiece.fandom.com/wiki/Roche,https://static.wikia.nocookie.net/onepiece/images/3/39/Roche_Anime_Infobox.png/revision/latest?cb=20100426181017,male,blonde,spiky,narrow,square,confident,light,none,muscular,adult,2,7,1,3,6,"confident,muscular,scientist",자신감 넘치는 모습입니다.,human,short,medium,5,1,6,8
Busshiri,https://onepiece.fandom.com/wiki/Busshiri,https://static.wikia.nocookie.net/onepiece/images/e/e9/Busshiri_Anime_Infobox.png/revision/latest?cb=20100426180958,male,black,long,simple,square,smiling,light,none,muscular,adult,2,6,3,5,7,"anime,muscular,smiling",강한 느낌의 캐릭터입니다.,human,medium,medium,4,2,8,9
Zadie,https://onepiece.fandom.com/wiki/Zadie,https://static.wikia.nocookie.net/onepiece/images/c/ca/Zadie_Anime_Infobox.png/revision/latest?cb=20100426181020,male,brown,short,normal,square,serious,light,full,muscular,adult,2,5,1,3,7,"muscular,serious,beard,cowboy",강한 인상을 주는 캐릭터입니다.,human,short,medium,4,1,6,8
Hocha,https://onepiece.fandom.com/wiki/Hocha,https://static.wikia.nocookie.net/onepiece/images/7/73/Hocha_Anime_Infobox.png/revision/latest?cb=20210108114324,male,black,wavy,simple,oval,smiling,light,none,average,adult,3,5,2,4,6,"smile, wavy hair, casual, friendly",친근한 느낌의 캐릭터입니다.,human,long,medium,4,1,5,7
One Piece GLITTER & GLAMOURS,https://onepiece.fandom.com/wiki/One_Piece_GLITTER_%26_GLAMOURS,https://static.wikia.nocookie.net/onepiece/images/d/dd/Glitter_%26_Glamours_Film_Gold_Nami.png/revision/latest?cb=20210413151158,female,orange,wavy,large,oval,cheerful,light,none,slim,young,7,6,1,2,5,"anime,female,orange hair,cheerful",매력적인 비주얼입니다.,human,medium,big,4,1,8,7
One Piece Miracle Battle Carddass,https://onepiece.fandom.com/wiki/One_Piece_Miracle_Battle_Carddass,https://static.wikia.nocookie.net/onepiece/images/9/9e/One_Piece_Miracle_Battle_Carddass.png/revision/latest?cb=20130302105602,male,black,spiky,round,oval,smiling,light,none,slim,young,8,7,1,6,8,"anime, pirate, adventure, hero",귀여운 해적 캐릭터입니다.,human,short,large,9,1,9,8
Tsugaru Umi,https://onepiece.fandom.com/wiki/Tsugaru_Umi,https://static.wikia.nocookie.net/onepiece/images/b/b7/Tsugaru_Umi_Anime_Infobox.png/revision/latest?cb=20200928160316,female,yellow,styled,narrow,round,angry,light,none,average,adult,2,3,1,4,5,"angry, traditional, musician",강렬한 인상을 주는 캐릭터입니다.,human,medium,small,2,3,6,7
Hana Hana no Mi,https://onepiece.fandom.com/wiki/Hana_Hana_no_Mi,https://static.wikia.nocookie.net/onepiece/images/2/21/Hana_Hana_no_Mi_Infobox.png/revision/latest?cb=20191228120242,unknown,pink,flower,none,round,neutral,none,none,none,none,8,2,0,1,5,"flower, pink, plant",아름다운 꽃의 느낌입니다.,plant,medium,none,0,0,6,3
Half Age Characters,https://onepiece.fandom.com/wiki/Half_Age_Characters,https://static.wikia.nocookie.net/onepiece/images/9/95/Half_Age_Robin.png/revision/latest?cb=20131128123348,female,black,straight,large,oval,confident,light,none,slim,young,6,8,2,1,5,"anime,female,stylish,confident",매력적인 캐릭터입니다.,human,long,big,4,1,7,9
DJ Satan,https://onepiece.fandom.com/wiki/DJ_Satan,https://static.wikia.nocookie.net/onepiece/images/6/65/DJ_Satan_Manga_Infobox.png/revision/latest?cb=20241127021756,male,white,curly,sharp,angular,menacing,pale,none,slim,adult,2,7,9,3,8,"demon, villain, music, energetic",악마 같은 느낌이에요.,demon,short,small,1,10,8,9
Kanezenny,https://onepiece.fandom.com/wiki/Kanezenny,https://static.wikia.nocookie.net/onepiece/images/6/6f/Kanezenny_Anime_Infobox.png/revision/latest?cb=20240704230652,female,gray,long,round,oval,smiling,light,none,slim,old,5,2,1,4,3,"elderly, cheerful, quirky",귀여운 할머니 같은 느낌이에요.,human,medium,medium,1,0,3,4
Jube,https://onepiece.fandom.com/wiki/Jube,https://static.wikia.nocookie.net/onepiece/images/6/6c/Jube_Anime_Infobox.png/revision/latest?cb=20131122141855,male,brown,spiky,sharp,angular,confident,light,none,muscular,adult,3,8,2,4,9,"muscular,confident,anime",강력한 느낌의 캐릭터입니다.,human,short,medium,7,1,8,9
Bens,https://onepiece.fandom.com/wiki/Bens,https://static.wikia.nocookie.net/onepiece/images/0/00/Bens_Infobox.png/revision/latest?cb=20221229043955,male,black,hat,round,round,happy,light,goatee,large,adult,3,7,2,6,5,"happy, confident, stylish",재미있고 자신감 넘치는 모습입니다.,human,short,medium,4,1,8,9
Nigeratta,https://onepiece.fandom.com/wiki/Nigeratta,https://static.wikia.nocookie.net/onepiece/images/8/84/Nigeratta_Anime_Infobox.png/revision/latest?cb=20240704230720,male,black,spiky,slightly closed,elongated,calm,light,none,slim,adult,3,5,2,4,3,"calm, adult, spiky hair, slim",차분한 느낌의 캐릭터입니다.,human,medium,medium,2,1,4,6
Lil,https://onepiece.fandom.com/wiki/Lil,https://static.wikia.nocookie.net/onepiece/images/4/41/Lil_Anime_Infobox.png/revision/latest?cb=20130624211711,female,blue,wavy,simple,oval,smiling,light,none,slim,young,8,4,1,3,2,"anime,cute,fashionable",귀엽고 패셔너블한 느낌입니다.,human,long,medium,3,1,6,5
Dare ga Michibiku Nara,https://onepiece.fandom.com/wiki/Dare_ga_Michibiku_Nara,https://static.wikia.nocookie.net/onepiece/images/2/22/Dare_ga_Michibiku_Nara.png/revision/latest?cb=20170715230740,female,black,straight,almond,oval,serious,light,none,slim,young adult,3,8,5,2,7,"anime,female,serious,slim",강렬한 분위기를 가지고 있습니다.,human,long,medium,6,2,6,9
Franky,https://onepiece.fandom.com/wiki/Franky,https://static.wikia.nocookie.net/onepiece/images/8/8c/Franky_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20241110020715,male,light blue,short,sunglasses,square,confident,light,none,muscular,adult,2,8,1,5,9,"muscular, confident, cool, funny",강력한 느낌의 캐릭터입니다.,human,short,medium,7,1,8,9
Franky Family,https://onepiece.fandom.com/wiki/Franky_Family,https://static.wikia.nocookie.net/onepiece/images/b/b6/Franky_Family_Infobox.png/revision/latest?cb=20221108053922,male,black,spiky,round,angular,angry,tan,none,muscular,adult,2,7,3,5,8,"anime,muscular,angry",강력한 캐릭터의 느낌입니다.,human,short,large,6,2,9,8
Franky House,https://onepiece.fandom.com/wiki/Franky_House,https://static.wikia.nocookie.net/onepiece/images/f/f9/Rebuilt_Franky_House.png/revision/latest?cb=20131003024127,unknown,,,,,,,,house,,5,7,0,6,8,"house, colorful, quirky, unique",재미있고 독특한 느낌입니다.,building,,,0,0,5,6
Battle Frankies,https://onepiece.fandom.com/wiki/Battle_Frankies,https://static.wikia.nocookie.net/onepiece/images/b/bf/Battle_Frankies_Infobox.png/revision/latest?cb=20220720161916,male,blonde,wavy,round,angular,excited,light,none,muscular,young,3,8,1,5,9,"anime,muscular,excited",강력한 에너지를 느낄 수 있습니다.,human,long,medium,7,1,10,9
Franky! Guarantee!,https://onepiece.fandom.com/wiki/Franky!_Guarantee!,https://static.wikia.nocookie.net/onepiece/images/f/f8/One_Piece_Thousand_Sunny_Go_Song_CD.png/revision/latest?cb=20130114004203,male,blue,spiky,round,square,confident,light,none,muscular,young adult,5,8,2,7,9,"anime, blue hair, muscular, confident",강력한 캐릭터입니다.,human,short,medium,8,1,9,10
Turco,https://onepiece.fandom.com/wiki/Turco,https://static.wikia.nocookie.net/onepiece/images/8/84/Turco_Anime_Infobox.png/revision/latest?cb=20130425020753,male,blue,spiky,narrow,angular,confident,light,none,muscular,adult,2,8,3,4,7,"spiky hair, confident, muscular, blue hair",강한 자신감을 가진 캐릭터입니다.,human,medium,medium,6,2,8,9
Kurosai FR-U IV,https://onepiece.fandom.com/wiki/Kurosai_FR-U_IV,https://static.wikia.nocookie.net/onepiece/images/e/e3/Kurosai_FR-U_IV_Infobox.png/revision/latest?cb=20230513030915,male,silver,spiky,round,angular,confident,light,none,muscular,young,3,8,2,5,9,"anime,male,spiky hair,confident",강력한 캐릭터의 느낌입니다.,human,short,medium,7,1,8,9
Kiev,https://onepiece.fandom.com/wiki/Kiev,https://static.wikia.nocookie.net/onepiece/images/1/19/Kiev_Manga_Post_Timeskip_Infobox.png/revision/latest?cb=20170313044928,male,black,spiky,round,round,smiling,light,none,large,young,5,7,2,8,6,"smile, energetic, playful",재미있고 에너지가 넘친다.,human,short,large,4,1,9,8
Mozu and Kiwi,https://onepiece.fandom.com/wiki/Mozu_and_Kiwi,https://static.wikia.nocookie.net/onepiece/images/4/4d/Mozu_and_Kiwi_Anime_Infobox.png/revision/latest?cb=20250224005132,female,black,curly,sharp,oval,confident,light,none,slim,young,5,8,2,3,7,"anime,female,confident,stylish",매력적인 캐릭터입니다.,human,short,medium,4,1,6,9
Zambai,https://onepiece.fandom.com/wiki/Zambai,https://static.wikia.nocookie.net/onepiece/images/d/d7/Zambai_Manga_Post_Timeskip_Infobox.png/revision/latest?cb=20210313192955,male,light brown,short,round,round,happy,light,none,muscular,young,5,4,1,7,6,"happy, muscular, funny, energetic",재미있고 에너지가 넘친다.,human,short,large,3,1,8,7
Straw Hat's Separation Serial,https://onepiece.fandom.com/wiki/Straw_Hat%27s_Separation_Serial,https://static.wikia.nocookie.net/onepiece/images/9/90/Straw_Hat%27s_Separation_Serial.png/revision/latest?cb=20231120185926,male,black,messy,round,oval,fearful,light,none,slim,young,5,3,2,4,2,"anime, fearful, character, messy hair",이 캐릭터는 두려운 표정을 하고 있습니다.,human,medium,large,3,1,6,2
Schollzo,https://onepiece.fandom.com/wiki/Schollzo,https://static.wikia.nocookie.net/onepiece/images/e/ec/Schollzo_Anime_Infobox.png/revision/latest?cb=20130510175434,male,light purple,wavy,round,angular,neutral,light,none,muscular,adult,3,5,2,4,6,"anime,male,light purple hair,muscular",독특한 외모의 캐릭터입니다.,human,medium,large,4,1,5,6
Kop,https://onepiece.fandom.com/wiki/Kop,https://static.wikia.nocookie.net/onepiece/images/4/4f/Kop_Anime_Infobox.png/revision/latest?cb=20130910015051,male,brown,short,round,angular,serious,light,none,muscular,adult,2,6,3,4,7,"anime,muscular,serious",강한 느낌의 캐릭터입니다.,human,short,medium,5,2,6,8
Gomorrah,https://onepiece.fandom.com/wiki/Gomorrah,https://static.wikia.nocookie.net/onepiece/images/f/f0/Gomorrah_Anime_Infobox.png/revision/latest?cb=20250318235112,male,pink,spiky,round,wide,smiling,light,none,large,adult,5,6,2,7,8,"zebra, cartoon, animal, funny",재미있는 캐릭터입니다.,animal,short,medium,4,3,7,8
